Run	analysis_type (exp)	analysis_type (run)	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	flowcell_barcode (run)	geographic_location_(country_and/or_sea	_region)	gssr_id (exp)	gssr_id (run)	instrument_name (run)	Instrument	isolation-source	lane (run)	Library Name	library_type (exp)	library_type (run)	LibraryLayout	LibrarySelection	LibrarySource	lsid (exp)	lsid (run)	material_type (exp)	Organism	Platform	project (exp)	project (run)	read_group_id (run)	ReleaseDate	run_barcode (run)	run_name (run)	Sample Name	SAMPLE_TYPE	screened (run)	specific_host	SRA Study	Strain	work_request (exp)	work_request (run)
SRR1596264	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	20788250	PRJNA241153	SAMN02688544	"Microbe\, viral or environmental"	12765559	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719501	A2246	USA	68620.2	68620.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125834	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68620.2	BROAD:SEQUENCING_SAMPLE:68620.2	Genomic DNA	human gut metagenome	ILLUMINA	G24493	G24493	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100072	missing	yes	Homo sapiens	SRP048547	100072	32952	32952	
SRR1596265	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	20392050	PRJNA241153	SAMN02688551	"Microbe\, viral or environmental"	12481336	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719502	A2246	USA	68627.2	68627.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125841	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68627.2	BROAD:SEQUENCING_SAMPLE:68627.2	Genomic DNA	human gut metagenome	ILLUMINA	G24500	G24500	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100083	missing	yes	Homo sapiens	SRP048547	100083	32952	32952	
SRR1596266	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	29211700	PRJNA241153	SAMN02688521	"Microbe\, viral or environmental"	17790822	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719503	A2246	USA	68739.2	68739.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125714	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68739.2	BROAD:SEQUENCING_SAMPLE:68739.2	Genomic DNA	human gut metagenome	ILLUMINA	G24606	G24606	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7906	missing	yes	Homo sapiens	SRP048547	7906	32951	32951	
SRR1596267	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	29647100	PRJNA241153	SAMN02688545	"Microbe\, viral or environmental"	18585571	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719504	A2246	USA	68621.2	68621.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125835	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68621.2	BROAD:SEQUENCING_SAMPLE:68621.2	Genomic DNA	human gut metagenome	ILLUMINA	G24494	G24494	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100074	missing	yes	Homo sapiens	SRP048547	100074	32952	32952	
SRR1596268	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	5962950	PRJNA241153	SAMN02688512	"Microbe\, viral or environmental"	3627699	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719505	A2246	USA	68734.2	68734.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125872	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68734.2	BROAD:SEQUENCING_SAMPLE:68734.2	Genomic DNA	human gut metagenome	ILLUMINA	G24602	G24602	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7870	missing	yes	Homo sapiens	SRP048547	7870	32952	32952	
SRR1596269	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	9299150	PRJNA241153	SAMN02688568	"Microbe\, viral or environmental"	5837420	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719506	A2246	USA	68644.2	68644.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125857	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68644.2	BROAD:SEQUENCING_SAMPLE:68644.2	Genomic DNA	human gut metagenome	ILLUMINA	G24517	G24517	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100105	missing	yes	Homo sapiens	SRP048547	100105	32952	32952	
SRR1596270	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	13760950	PRJNA241153	SAMN02688513	"Microbe\, viral or environmental"	8469047	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719507	A2246	USA	68738.2	68738.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125713	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68738.2	BROAD:SEQUENCING_SAMPLE:68738.2	Genomic DNA	human gut metagenome	ILLUMINA	G24605	G24605	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7904	missing	yes	Homo sapiens	SRP048547	7904	32951	32951	
SRR1596271	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	19649700	PRJNA241153	SAMN02688542	"Microbe\, viral or environmental"	12048138	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719508	A2246	USA	68618.2	68618.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125832	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68618.2	BROAD:SEQUENCING_SAMPLE:68618.2	Genomic DNA	human gut metagenome	ILLUMINA	G24491	G24491	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100070	missing	yes	Homo sapiens	SRP048547	100070	32952	32952	
SRR1596272	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	25715550	PRJNA241153	SAMN02688541	"Microbe\, viral or environmental"	15702592	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719509	A2246	USA	68617.2	68617.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125831	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68617.2	BROAD:SEQUENCING_SAMPLE:68617.2	Genomic DNA	human gut metagenome	ILLUMINA	G24490	G24490	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100068	missing	yes	Homo sapiens	SRP048547	100068	32952	32952	
SRR1596273	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	20961850	PRJNA241153	SAMN02688559	"Microbe\, viral or environmental"	12889303	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719510	A2246	USA	68635.2	68635.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125848	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68635.2	BROAD:SEQUENCING_SAMPLE:68635.2	Genomic DNA	human gut metagenome	ILLUMINA	G24508	G24508	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100091	missing	yes	Homo sapiens	SRP048547	100091	32952	32952	
SRR1596274	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	19909050	PRJNA241153	SAMN02688569	"Microbe\, viral or environmental"	12393070	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719511	A2246	USA	68645.2	68645.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125858	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68645.2	BROAD:SEQUENCING_SAMPLE:68645.2	Genomic DNA	human gut metagenome	ILLUMINA	G24518	G24518	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100106	missing	yes	Homo sapiens	SRP048547	100106	32952	32952	
SRR1596275	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	24622500	PRJNA241153	SAMN02688561	"Microbe\, viral or environmental"	15249316	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719512	A2246	USA	68637.2	68637.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125850	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68637.2	BROAD:SEQUENCING_SAMPLE:68637.2	Genomic DNA	human gut metagenome	ILLUMINA	G24510	G24510	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100095	missing	yes	Homo sapiens	SRP048547	100095	32952	32952	
SRR1596276	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	13496350	PRJNA241153	SAMN02688539	"Microbe\, viral or environmental"	8291358	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719513	A2246	USA	68614.2	68614.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125829	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68614.2	BROAD:SEQUENCING_SAMPLE:68614.2	Genomic DNA	human gut metagenome	ILLUMINA	G24488	G24488	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100062	missing	yes	Homo sapiens	SRP048547	100062	32952	32952	
SRR1596277	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	17564050	PRJNA241153	SAMN02688524	"Microbe\, viral or environmental"	10713157	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719514	A2246	USA	68742.2	68742.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125717	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68742.2	BROAD:SEQUENCING_SAMPLE:68742.2	Genomic DNA	human gut metagenome	ILLUMINA	G24609	G24609	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7910	missing	yes	Homo sapiens	SRP048547	7910	32951	32951	
SRR1596278	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	34876450	PRJNA241153	SAMN02688543	"Microbe\, viral or environmental"	21486655	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719515	A2246	USA	68619.2	68619.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125833	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68619.2	BROAD:SEQUENCING_SAMPLE:68619.2	Genomic DNA	human gut metagenome	ILLUMINA	G24492	G24492	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100071	missing	yes	Homo sapiens	SRP048547	100071	32952	32952	
SRR1596279	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	22198050	PRJNA241153	SAMN02688550	"Microbe\, viral or environmental"	13767599	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719516	A2246	USA	68626.2	68626.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125840	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68626.2	BROAD:SEQUENCING_SAMPLE:68626.2	Genomic DNA	human gut metagenome	ILLUMINA	G24499	G24499	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100080	missing	yes	Homo sapiens	SRP048547	100080	32952	32952	
SRR1596280	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	16576000	PRJNA241153	SAMN02688573	"Microbe\, viral or environmental"	10410906	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719517	A2246	USA	68649.2	68649.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125862	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68649.2	BROAD:SEQUENCING_SAMPLE:68649.2	Genomic DNA	human gut metagenome	ILLUMINA	G24522	G24522	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100117	missing	yes	Homo sapiens	SRP048547	100117	32952	32952	
SRR1596281	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	22677550	PRJNA241153	SAMN02688555	"Microbe\, viral or environmental"	14070364	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719518	A2246	USA	68631.2	68631.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125844	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68631.2	BROAD:SEQUENCING_SAMPLE:68631.2	Genomic DNA	human gut metagenome	ILLUMINA	G24504	G24504	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100087	missing	yes	Homo sapiens	SRP048547	100087	32952	32952	
SRR1596282	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	14631400	PRJNA241153	SAMN02688562	"Microbe\, viral or environmental"	9007388	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719519	A2246	USA	68638.2	68638.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125851	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68638.2	BROAD:SEQUENCING_SAMPLE:68638.2	Genomic DNA	human gut metagenome	ILLUMINA	G24511	G24511	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100096	missing	yes	Homo sapiens	SRP048547	100096	32952	32952	
SRR1596283	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	23673650	PRJNA241153	SAMN02688570	"Microbe\, viral or environmental"	14676826	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719520	A2246	USA	68646.2	68646.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125859	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68646.2	BROAD:SEQUENCING_SAMPLE:68646.2	Genomic DNA	human gut metagenome	ILLUMINA	G24519	G24519	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100107	missing	yes	Homo sapiens	SRP048547	100107	32952	32952	
SRR1596284	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	25651500	PRJNA241153	SAMN02688554	"Microbe\, viral or environmental"	15554241	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719521	A2246	USA	68630.2	68630.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125843	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68630.2	BROAD:SEQUENCING_SAMPLE:68630.2	Genomic DNA	human gut metagenome	ILLUMINA	G24503	G24503	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100086	missing	yes	Homo sapiens	SRP048547	100086	32952	32952	
SRR1596285	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	19163900	PRJNA241153	SAMN02688571	"Microbe\, viral or environmental"	11841314	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719522	A2246	USA	68647.2	68647.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125860	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68647.2	BROAD:SEQUENCING_SAMPLE:68647.2	Genomic DNA	human gut metagenome	ILLUMINA	G24520	G24520	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100109	missing	yes	Homo sapiens	SRP048547	100109	32952	32952	
SRR1596286	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	23818200	PRJNA241153	SAMN02688536	"Microbe\, viral or environmental"	14554288	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719523	A2246	USA	68611.2	68611.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125826	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68611.2	BROAD:SEQUENCING_SAMPLE:68611.2	Genomic DNA	human gut metagenome	ILLUMINA	G24485	G24485	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100052	missing	yes	Homo sapiens	SRP048547	100052	32952	32952	
SRR1596287	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	13363000	PRJNA241153	SAMN02688567	"Microbe\, viral or environmental"	8074299	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719524	A2246	USA	68643.2	68643.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125856	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68643.2	BROAD:SEQUENCING_SAMPLE:68643.2	Genomic DNA	human gut metagenome	ILLUMINA	G24516	G24516	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100104	missing	yes	Homo sapiens	SRP048547	100104	32952	32952	
SRR1596288	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	5421500	PRJNA241153	SAMN02688564	"Microbe\, viral or environmental"	3275250	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719525	A2246	USA	68640.2	68640.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125853	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68640.2	BROAD:SEQUENCING_SAMPLE:68640.2	Genomic DNA	human gut metagenome	ILLUMINA	G24513	G24513	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100100	missing	yes	Homo sapiens	SRP048547	100100	32952	32952	
SRR1596289	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	17541300	PRJNA241153	SAMN02688523	"Microbe\, viral or environmental"	10955671	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719526	A2246	USA	68741.2	68741.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125716	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68741.2	BROAD:SEQUENCING_SAMPLE:68741.2	Genomic DNA	human gut metagenome	ILLUMINA	G24608	G24608	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7909	missing	yes	Homo sapiens	SRP048547	7909	32951	32951	
SRR1596290	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	23299150	PRJNA241153	SAMN02688566	"Microbe\, viral or environmental"	14168957	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719527	A2246	USA	68642.2	68642.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125855	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68642.2	BROAD:SEQUENCING_SAMPLE:68642.2	Genomic DNA	human gut metagenome	ILLUMINA	G24515	G24515	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100102	missing	yes	Homo sapiens	SRP048547	100102	32952	32952	
SRR1596291	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	15675800	PRJNA241153	SAMN02688574	"Microbe\, viral or environmental"	9699631	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719528	A2246	USA	68650.2	68650.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125863	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68650.2	BROAD:SEQUENCING_SAMPLE:68650.2	Genomic DNA	human gut metagenome	ILLUMINA	G24523	G24523	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100128	missing	yes	Homo sapiens	SRP048547	100128	32952	32952	
SRR1596292	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	17310300	PRJNA241153	SAMN02688572	"Microbe\, viral or environmental"	10977241	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719529	A2246	USA	68648.2	68648.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125861	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68648.2	BROAD:SEQUENCING_SAMPLE:68648.2	Genomic DNA	human gut metagenome	ILLUMINA	G24521	G24521	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100115	missing	yes	Homo sapiens	SRP048547	100115	32952	32952	
SRR1596293	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	21140350	PRJNA241153	SAMN02688532	"Microbe\, viral or environmental"	13198182	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719530	A2246	USA	68607.2	68607.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125822	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68607.2	BROAD:SEQUENCING_SAMPLE:68607.2	Genomic DNA	human gut metagenome	ILLUMINA	G24481	G24481	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100047	missing	yes	Homo sapiens	SRP048547	100047	32952	32952	
SRR1596294	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	9458400	PRJNA241153	SAMN02688519	"Microbe\, viral or environmental"	5781027	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719531	A2246	USA	68732.2	68732.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125870	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68732.2	BROAD:SEQUENCING_SAMPLE:68732.2	Genomic DNA	human gut metagenome	ILLUMINA	G24600	G24600	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7861	missing	yes	Homo sapiens	SRP048547	7861	32952	32952	
SRR1596295	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	19224800	PRJNA241153	SAMN02688535	"Microbe\, viral or environmental"	11912066	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719532	A2246	USA	68610.2	68610.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125825	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68610.2	BROAD:SEQUENCING_SAMPLE:68610.2	Genomic DNA	human gut metagenome	ILLUMINA	G24484	G24484	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100051	missing	yes	Homo sapiens	SRP048547	100051	32952	32952	
SRR1596296	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	9087750	PRJNA241153	SAMN02688520	"Microbe\, viral or environmental"	5547871	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719533	A2246	USA	68733.2	68733.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125871	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68733.2	BROAD:SEQUENCING_SAMPLE:68733.2	Genomic DNA	human gut metagenome	ILLUMINA	G24601	G24601	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7862	missing	yes	Homo sapiens	SRP048547	7862	32952	32952	
SRR1596297	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	15844500	PRJNA241153	SAMN02688508	"Microbe\, viral or environmental"	9730623	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719534	A2246	USA	68737.2	68737.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125712	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68737.2	BROAD:SEQUENCING_SAMPLE:68737.2	Genomic DNA	human gut metagenome	ILLUMINA	G24604	G24604	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7899	missing	yes	Homo sapiens	SRP048547	7899	32951	32951	
SRR1596298	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	8662850	PRJNA241153	SAMN02688526	"Microbe\, viral or environmental"	5385906	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX719535	A2246	USA	68599.2	68599.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125816	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68599.2	BROAD:SEQUENCING_SAMPLE:68599.2	Genomic DNA	human gut metagenome	ILLUMINA	G24475	G24475	A2246.1	2014-10-02T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	100003	missing	yes	Homo sapiens	SRP048547	100003	32952	32952	
SRR1593794	AssemblyWithoutReference	AssemblyWithoutReference	AMPLICON	350	1331050	PRJNA241153	SAMN02688511	"Microbe\, viral or environmental"	881185	BI	missing	public	"bam,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX718040	A2246	USA	68730.2	68730.2	SL-MAB	Illumina MiSeq	stool	1	Solexa-125710	16S	16S	PAIRED	PCR	METAGENOMIC	BROAD:SEQUENCING_SAMPLE:68730.2	BROAD:SEQUENCING_SAMPLE:68730.2	Genomic DNA	human gut metagenome	ILLUMINA	G24598	G24598	A2246.1	2014-10-01T00:00:00Z	A2246121030	121030_M00140_0008_000000000-A2246	7858	missing	yes	Homo sapiens	SRP048547	7858	32951	32951	
